movie,chapter,character,dialog,part,dialog_len
Harry Potter and the Deathly Hallows Part 1,The Wedding,Elphias Doge,"Yes, well, Dumbledore was always very private.  Even as a boy.",7,11
Harry Potter and the Deathly Hallows Part 1,The Wedding,Harry Potter,"Sir, I was wondering if you'd had much contact with him before he died.",7,14
Harry Potter and the Deathly Hallows Part 1,The Wedding,Elphias Doge,The occasional owl.  Though it was strange...,7,7
Harry Potter and the Deathly Hallows Part 1,The Wedding,Elphias Doge,It was the owls themselves.  They often arrived in distress.  It was clear they'd traveled great distances in some cases.,7,20
Harry Potter and the Deathly Hallows Part 1,The Wedding,Harry Potter,"Could you tell me from where they'd come, sir?",7,9
Harry Potter and the Deathly Hallows Part 1,The Wedding,Elphias Doge,"I'm afraid not.  Albus' messages mostly referenced our days together as schoolboys.  They were surprisingly intimate.  When he did speak of his current activities his words would turn elliptical.  Still, I sensed he was under great stress.  Why do you ask?",7,41
Harry Potter and the Deathly Hallows Part 1,The Wedding,Harry Potter,Just curious.  I was... close to Professor Dumbledore.,7,8
Harry Potter and the Deathly Hallows Part 1,The Wedding,Elphias Doge,"Well, he treasured you, Mr. Potter, I can attest to that.  I can also tell you that when a person passes, it's only natural to rue the things left unsaid, to regret the question never asked. I knew Albus nigh on 100 years, but in many ways he will always remain a riddle even to me.",7,56
Harry Potter and the Deathly Hallows Part 1,The Wedding,Elphias Doge,"That woman is a vulture, Muriel, and you well know it.",7,11
Harry Potter and the Deathly Hallows Part 1,The Wedding,Elphias Doge,"I'm sorry you think so, Muriel.  I assure you I was writing from the heart.",7,15
Harry Potter and the Deathly Hallows Part 1,The Wedding,Elphias Doge,A monstrous betrayal.  I can only conclude the rumors are true and that she has become untethered.,7,17
Harry Potter and the Deathly Hallows Part 1,The Wedding,Harry Potter,Who are you talking about?,7,5
Harry Potter and the Deathly Hallows Part 1,The Wedding,Harry Potter,"Oh, right.  Slipped my mind...",7,5
Harry Potter and the Deathly Hallows Part 1,The Wedding,Harry Potter,Godric's Hollow?  Bathilda Bagshot lives in Godric's Hollow?,7,8
Harry Potter and the Deathly Hallows Part 1,The Wedding,Harry Potter,Excuse me?  You don't mean to say Dumbledore lived there too?,7,11
Harry Potter and the Deathly Hallows Part 1,The Wedding,Elphias Doge,"Nice meeting you, Mr. Potter!",7,5
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Hermione Granger,Shaftesbury Avenue.  I used to come here to the theater with my mum and dad.  Just popped into my head.  I don't know why...,7,24
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Hermione Granger,Always the tone of surprise.,7,5
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Harry Potter,Do you reckon everyone's alright at the wedding?  Maybe we should --,7,12
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Ron Weasley,"They were after you, mate.  We'd just put everyone in danger going back.",7,13
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Ron Weasley,So where do we go from here?  The Leaky Cauldron?,7,10
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Hermione Granger,"Too dangerous.  If Voldemort's taken over the Ministry, none of the old places are safe.",7,15
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Harry Potter,My rucksack.  With all my things. I left it back at the Burrow --,7,14
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Hermione Granger,I've had the essentials packed for days.  Just in case.,7,10
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Ron Weasley,By the way -- these jeans?  Not my favorite.  Bit tight.,7,11
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Harry Potter,"Lock the door, get the lights.",7,6
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Harry Potter,This one's name is Rowle.  He was on the Astronomy Tower the night Snape killed Dumbledore.,7,16
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Ron Weasley,This is Dolohov.  I recognize him from the wanted posters.,7,10
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Ron Weasley,"So what do we do with you, huh? Kill us if it was turned round, wouldn't you?",7,17
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Ron Weasley,Suppose it's him that did Mad-Eye. How would you feel then?,7,11
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Harry Potter,"It's better we wipe their memories.  We kill them, they'll know we were here.",7,14
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Ron Weasley,You're the best with spells.,7,5
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Harry Potter,How is it they knew we were there?,7,8
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Hermione Granger,Maybe you still have the Trace on you.,7,8
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Ron Weasley,Can't be. The Trace breaks at seventeen. It's Wizarding law.,7,10
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Hermione Granger,"We didn't celebrate your birthday, Harry.  Ginny and I -- we'd prepared a cake.  We were going to bring it out at the end of the wedding...",7,27
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Harry Potter,Hermione.  I appreciate the thought -- honestly.  But given that we were almost killed by a couple of Death Eaters a few minutes ago...,7,24
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Ron Weasley,"We've got to get off the streets, get somewhere safe.",7,10
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Hermione Granger,"Mad-eye's doing, I'd guess.  In case Snape decided to come snooping.",7,11
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Hermione Granger,It's a spell to reveal human presence.,7,7
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Lily Potter,Dear Sirius.  Thank you for Harry's birthday present.  You'd think he'd been born on a broom.,7,16
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Lily Potter,"James says he's got the look of a Seeker, but then James would.  We had a very quiet birthday tea, just us and old Bathilda, who dotes on Harry.  Wormy dropped by late in the day, but seemed down and didn't stay long.  James is frustrated being shut up here, but Dumbledore's still got his Invisibility Cloak, so he doesn't have much choice.  By the way, Bathilda tells the most amazing stories about our old Headmaster. I don't know how much to believe. Can it really be true that Dumbledore --",7,91
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Ron Weasley,Good!  Tell him from me he's a git!,7,8
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Hermione Granger,"Harry, you can't just disappear. We thought --",7,8
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Hermione Granger,It's from your Mum.  To Sirius. Bathilda Bagshot...?,7,8
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Harry Potter,"Yeah.  They knew her.  She wrote A History of Magic, you know.",7,12
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Harry Potter,I'm thinking maybe we should go talk to her.  She still lives in Godric's Hollow.  I'm thinking maybe she could help us.,7,22
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Hermione Granger,"Harry.  I can imagine why you'd want to go there, but... I don't think Bathilda Bagshot is going to know where Voldemort hid his Horcruxes.",7,25
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Ron Weasley,Hey!  I think you two better come down here.,7,9
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Ron Weasley,"The two clinging to the tree are Death Eaters for sure.  Dunno 'bout the bloke on the bench. Can't see us, of course.  But we'll have to be careful coming and going.  C'mon.  There's something else you need to see.",7,40
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Harry Potter,To the Dark Lord.  I know I will be dead long before you read this... I have stolen the real Horcrux and intend to destroy it...,7,26
Harry Potter and the Deathly Hallows Part 1,Place to Hide,Hermione Granger,"Yes.  Question is, did he actually destroy the real Horcrux?",7,10
Harry Potter and the Deathly Hallows Part 1,Kreacher's Tale,Harry Potter,"Been spying on us, have you?",7,6
Harry Potter and the Deathly Hallows Part 1,Kreacher's Tale,Kreacher,Kreacher has been... watching. Kreacher always watches.,7,7
Harry Potter and the Deathly Hallows Part 1,Kreacher's Tale,Harry Potter,"Kreacher, I own this place. Sirius left it to me.  Which means I own you too.",7,16
Harry Potter and the Deathly Hallows Part 1,Kreacher's Tale,Kreacher,That was Master Regulus' locket.,7,5
Harry Potter and the Deathly Hallows Part 1,Kreacher's Tale,Harry Potter,"That's right.  But there were two, weren't there?",7,8
Harry Potter and the Deathly Hallows Part 1,Kreacher's Tale,Kreacher,Kreacher doesn't know where the other locket is.,7,8
Harry Potter and the Deathly Hallows Part 1,Kreacher's Tale,Hermione Granger,But was it here?  Did you ever see it?,7,9
Harry Potter and the Deathly Hallows Part 1,Kreacher's Tale,Kreacher,Filthy Mudblood -- The Death Eaters will soon be coming for you!,7,12
Harry Potter and the Deathly Hallows Part 1,Kreacher's Tale,Kreacher,"Yes.  It was here, in this house. A most evil object...",7,11
Harry Potter and the Deathly Hallows Part 1,Kreacher's Tale,Kreacher,"Before he died, Master Regulus ordered Kreacher to destroy it. It was the last thing he asked of Kreacher.  But no matter how Kreacher tried, he could not..",7,28
Harry Potter and the Deathly Hallows Part 1,Kreacher's Tale,Harry Potter,"Where is it now?  Did someone take it, Kreacher?",7,9
Harry Potter and the Deathly Hallows Part 1,Kreacher's Tale,Kreacher,"He came in the night.  He took many things, including the locket.",7,12
Harry Potter and the Deathly Hallows Part 1,Kreacher's Tale,Harry Potter,"Who, Kreacher?  Who was it?",7,5
Harry Potter and the Deathly Hallows Part 1,Kreacher's Tale,Neville Longbottom,"He's not here, you fools.",7,5
Harry Potter and the Deathly Hallows Part 1,Kreacher's Tale,Hermione Granger,"Snitches.  They're never touched by bare skin until the Seeker captures it.  Even the wizard who fabricates it wears gloves.  That way, if there's a dispute, the Snitch can identify who first touched it.",7,34
Harry Potter and the Deathly Hallows Part 1,Kreacher's Tale,Harry Potter,You mean... it remembers me?,7,5
Harry Potter and the Deathly Hallows Part 1,Kreacher's Tale,Hermione Granger,"When Scrimgeour first gave it to you, I thought it might open at your touch -- that Dumbledore had hidden something in it.",7,23
Harry Potter and the Deathly Hallows Part 1,Theft of a Thief,Dobby,Harry Potter!  So long it's been --,7,7
Harry Potter and the Deathly Hallows Part 1,Theft of a Thief,Kreacher,"As requested, Kreacher has returned with the thief Mundungus Fletcher!",7,10
Harry Potter and the Deathly Hallows Part 1,Theft of a Thief,Dobby,Dobby has also returned with the thief Mundungus Fletcher!,7,9
Harry Potter and the Deathly Hallows Part 1,Theft of a Thief,Dobby,"Dobby was only trying to help! Dobby saw Kreacher in Diagon Alley, which Dobby thought was curious.  And then Dobby heard Kreacher mention Harry Potter's name, which Dobby thought was very curious.  And then Dobby saw that Kreacher was talking to the thief Mundungus Fletcher, which Dobby thought was very, very --",7,52
Harry Potter and the Deathly Hallows Part 1,Theft of a Thief,Ron Weasley,"You're a thief, Dung.  Everyone knows it.",7,7
Harry Potter and the Deathly Hallows Part 1,Theft of a Thief,Dobby,Master Weasley!  So good to see you again!,7,8
Harry Potter and the Deathly Hallows Part 1,Theft of a Thief,Ron Weasley,Piece of advice.  Let's not rehash old times.  Got it... mate?,7,11
Harry Potter and the Deathly Hallows Part 1,Theft of a Thief,Harry Potter,"When you turned this place over -- don't deny it! -- you found a locket, am I right?",7,18
Harry Potter and the Deathly Hallows Part 1,Theft of a Thief,Ron Weasley,No.  He's worried he should have got more money for it.,7,11
Harry Potter and the Deathly Hallows Part 1,Theft of a Thief,Harry Potter,Who was she?  This witch?,7,5
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Ron Weasley,Right. So let's do it.  Who gets who?,7,8
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Hermione Granger,"Well, unless one of you fancies wearing a skirt...",7,9
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Hermione Granger,Remember what we said.  Keep your eyes down.  Don't speak to anyone unless absolutely necessary.  Act as normal as possible.  Just do what you see everyone else doing. We do that -- and with a bit of luck -- we get ourselves inside. And then...,7,45
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Ron Weasley,"The world's mental.  Come on, drink up.  We've got a Horcrux to find.",7,13
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Ron Weasley,"In case you're interested, I'm Reg Cattermole, Magical Maintenance Department.",7,10
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Hermione Granger,"Mafalda Hopkirk, assistant in the Improper Use of Magic Office.",7,10
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Ron Weasley,What do you reckon he meant by 'Good luck.'?,7,9
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Hermione Granger,Muggles.  In their rightful place.,7,5
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Hermione Granger,You appear to be quite popular.,7,6
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Ron Weasley,"I gotta tell you, I'm starting to freak out a bit.",7,11
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Harry Potter,The Ministry must be hiring young these days.,7,8
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Ron Weasley,They're not Ministry.  They're Snatchers.  They hunt Muggle-borns and blood-traitors for a price.,7,13
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Harry Potter,"How long did you say this batch of Polyjuice Potion would last, Hermione?",7,13
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Ron Weasley,Really?  Have you tried an umbrella?,7,6
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Ron Weasley,Oh my god.  What am I going to do? My wife's all alone downstairs?,7,14
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Harry Potter,Ron.  You don't have a wife.,7,6
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Harry Potter,"Look, we'll go with you --",7,6
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Ron Weasley,"No, that's mad.  You two find Umbridge.  I'll be fine.  But how do I stop it raining?",7,17
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Hermione Granger,Try Finite Incantatem.  Of course if something's gone wrong with an Atmospheric Charm --,7,14
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Ron Weasley,"Finite Incantatem, okay.  And if that doesn't work...?",7,8
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Hermione Granger,I don't like him being on his own down there.,7,10
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Harry Potter,Ron's been coming here since he was two years old.  It's us you should be worrying about.,7,17
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Hermione Granger,"You really have horrible teeth, you know that.",7,8
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Harry Potter,"I say if we don't locate Umbridge within the hour, we go find Ron and come back another day.  Deal?",7,20
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Dolores Umbridge,"Ah, Mafalda!  Travers sent you, did he?  Good.  We'll go straight down.",7,12
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Ron Weasley,"Harry!  Blimey, I forgot what you looked like.  Where's Hermione?",7,10
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Harry Potter,She went down to the courtrooms with Umbridge --,7,9
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Arthur Weasley,"I understand, Wakinda, but I can't be a party to that.",7,11
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Arthur Weasley,"Hello, Reg.  Isn't Mary in for questioning today?  Try to have faith.  If there's anything Molly and I can do for you --",7,23
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Arthur Weasley,Tell him to try an umbrella.,7,6
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Harry Potter,"Arthur!  You know you're being tracked, don't you?",7,8
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Arthur Weasley,"Is that a threat, Runcorn?",7,5
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Harry Potter,"No, Arthur.  It's a fact.  They're watching you.",7,8
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Harry Potter,I'll tell you later.  Let's find Hermione.,7,7
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Dolores Umbridge,"Mother to Maisie, Ellie and Alfred?  Wife to Reginald?",7,9
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Dolores Umbridge,"A wand was taken from you upon your arrival at the Ministry today, Mrs. Cattermole.  Is this that wand?",7,19
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Dolores Umbridge,Would you please tell the court from which witch or wizard you took this wand.,7,15
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Dolores Umbridge,"No, no, I don't think so, Mrs. Cattermole.  Wands only choose witches.  And you are not a witch.",7,18
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Dolores Umbridge,"What the devil are you doing, Albert?",7,7
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Harry Potter,"You're lying.  And one mustn't tell lies, Dolores... Stupefy!",7,9
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Ron Weasley,"'Tis, isn't it?  This'll be one to tell the kids.",7,10
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Hermione Granger,Harry... they've seen you.  We've got to get out of here.,7,11
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Ron Weasley,"Mary.  Go home.  Get the kids. I'll... I'll meet you there.  We have to get out the country, understand?",7,19
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Ron Weasley,Mary!  Do as I say!,7,5
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Ron Weasley,I'm sorry.  It's just --,7,5
Harry Potter and the Deathly Hallows Part 1,Ministry Interior,Ron Weasley,Long story.  Nice meeting you.,7,5
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Hermione Granger,"Harry, quickly, in my bag, there's a small bottle labeled 'Essence of Dittany.'",7,13
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Harry Potter,What happened?  I thought we were going back to Grimmauld Place.,7,11
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Hermione Granger,"We were.  We were there.  But Yaxley had hold of me.  I knew we couldn't stay once he'd seen, so when he let go I brought us here. Ron got Splinched.  I'm... sorry.",7,33
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Hermione Granger,It's all I feel safe doing.,7,6
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Hermione Granger,"Protective enchantments.  I don't fancy another visit like we had on Shaftesbury Avenue, do you? Especially with Ron like this. You can get going on the tent...",7,27
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Harry Potter,Tent?  Where am I supposed to find --,7,8
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Hermione Granger,How're the mushrooms?  Seem to be the only edible things growing round here.,7,13
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Hermione Granger,Make sure to leave some for Ron.,7,7
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Hermione Granger,"He'll be alright in a few days. Hopefully.  If we could take him to Hogwarts, to Madam Pomfrey --",7,19
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Hermione Granger,So where do we go next?,7,6
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Harry Potter,"Dumbledore had a theory.  He felt that the Horcruxes would not be made out of random objects.  And he felt they wouldn't be hidden randomly either.  We know of three so far.  The ring, which according to Dumbledore belonged to Tom Riddle's grandfather.  The diary, which belonged to Tom himself. And this, which -- again, according to Dumbledore -- belonged to his mother.",7,63
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Hermione Granger,"It scares me a bit, that, thinking it's a piece of Vol--",7,12
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Ron Weasley,"No, don't!  Don't say it!",7,5
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Ron Weasley,It's taboo -- You-Know-Who's name. That's how they track people now. It's how they found us in the cafe that night.,7,21
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Ron Weasley,"I overheard a bloke from the Enforcement office talking about it at the Ministry.  Blimey, what's that smell?",7,18
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Ron Weasley,Not bloody likely.  Smells like something Ginny would cook.,7,9
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Harry Potter,"I know.  I felt it too. It's... it's like it's ticking or something, like it has a tiny metal heart, like it's --",7,23
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Hermione Granger,I hate it.  It's like he's here with us.,7,9
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Harry Potter,That's why we're going to kill it.,7,7
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Harry Potter,We have to keep it safe until we can figure out how to destroy it.,7,15
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Hermione Granger,I can put it in my bag --,7,8
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Ron Weasley,"Seems strange, mate.  Dumbledore sends you off to find a load of Horcruxes, but doesn't bother to tell you how to destroy them. Doesn't that bother you?",7,27
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Voldemort,"You wouldn't be lying to me, would you, Gregorovitch?  Because, I must tell you... that will only make it worse for you...",7,22
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Voldemort,Who was he?  The thief?,7,5
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Hermione Granger,I thought it had stopped.,7,5
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Hermione Granger,"You can't let him in, Harry. Dumbledore himself said it.  You have to close your mind.  It's too dangerous --",7,20
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Harry Potter,"It's not a candle I can blow out, Hermione.  It always burns, even if it's just a flicker.  Can you understand that?",7,22
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Hermione Granger,Tell me. What you saw.,7,5
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Harry Potter,You-Know-Who.  He's found Gregorovitch --,7,5
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Hermione Granger,Viktor got his wand from Gregorovitch.  Most Durmstrang students did at one time.  What's he got to do with You-Know-Who?,7,20
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Harry Potter,You-Know-Who wants something Gregorovitch once had -- dunno what.  But he's desperate to have it.  It's as if his life depends on it.,7,23
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Hermione Granger,Don't -- It... comforts him.,7,5
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Harry Potter,Well it sets my teeth on edge. What's he expecting to hear?  Good news?,7,14
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Hermione Granger,I think he just hopes he doesn't hear bad news.  It gets him through the day.,7,16
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Harry Potter,And what gets you through the day?,7,7
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Hermione Granger,"We've all made sacrifices, Harry.",7,5
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Harry Potter,How long before he can travel?,7,6
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Hermione Granger,I don't know.  It takes time.  I'm doing all I can.,7,11
Harry Potter and the Deathly Hallows Part 1,Forest Fugitives,Hermione Granger,It's cold.  Even though it's been lying against your skin for days.,7,12
Harry Potter and the Deathly Hallows Part 1,Getting Too Close,Harry Potter,Good to know your enchantments work.,7,6
Harry Potter and the Deathly Hallows Part 1,Getting Too Close,Hermione Granger,He could smell it.  My perfume.,7,6
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Harry Potter,We have to leave.  We're not safe here.,7,8
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Hermione Granger,I told you.  Ron's not strong enough to Apparate.,7,9
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Harry Potter,Then we'll go by foot.,7,5
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Ron Weasley,Mum can make food appear out of thin air.,7,9
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Hermione Granger,No one can conjure food out of thin air.  Food is the first of the five Principal Exceptions to Gamp's Law.  The other four are --,7,26
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Ron Weasley,"Oh, speak English, can't you?",7,5
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Harry Potter,It'll be dark soon.  We need to find a place to sleep.,7,12
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Ron Weasley,"Yeah.  Brilliant.  Only, correct me if I'm wrong... wasn't that yesterday's plan?  And the day before that?  And the day before that?  Walk.  Sleep.  Walk. Sleep.",7,26
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Ron Weasley,"He doesn't know what he's doing, does he?",7,8
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Hermione Granger,I don't like this place.,7,5
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Hermione Granger,I'll tell you in a minute.,7,6
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Harry Potter,Maybe you could tell me now.,7,6
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Hermione Granger,Alright.  The Sword of Gryffindor? It's Goblin made.,7,8
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Hermione Granger,You don't understand.  Dirt and rust have no effect on the blade. It only takes in that which makes it stronger.,7,21
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Hermione Granger,"Harry.  You already destroyed one Horcrux, right?  Tom Riddle's diary -- in the Chamber of Secrets.",7,16
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Harry Potter,With a basilisk fang.  If you tell me you've got one of those in that bloody beaded bag of yours --,7,21
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Hermione Granger,"Don't you see!  In the Chamber of Secrets, you stabbed the basilisk with the Sword of Gryffindor.",7,17
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Hermione Granger,Its blade is impregnated with basilisk venom.,7,7
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Harry Potter,It only takes in that which makes it stronger...,7,9
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Harry Potter,... it can destroy Horcruxes.,7,5
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Hermione Granger,Which is why Dumbledore left it to you in his will.,7,11
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Hermione Granger,"Actually, I'm highly logical, which allows me to look past the extraneous detail and perceive clearly that which others overlook.",7,20
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Ron Weasley,"Yeah, I'm still here.  But you two carry on.  Don't let me spoil your fun.",7,15
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Ron Weasley,"Problem?  There's no problem.  Not according to you, anyway.",7,9
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Harry Potter,"Look, don't be shy.  If you've got something to say, spit it out.",7,13
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Ron Weasley,"All right, I'll spit it out. Don't expect me to skip up and down because now there's some other damn thing we've got to find.",7,25
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Harry Potter,I thought you knew what you signed up for.,7,9
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Ron Weasley,"Yeah, I thought I did too.",7,6
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Harry Potter,I don't understand.  What part of this isn't living up to your expectations?  Did you think we'd be staying in five-star hotels? Finding a Horcrux every other day? Did you think you'd be back to Mummy by Christmas?,7,38
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Ron Weasley,"No, I just reckoned after all this time, we'd have actually achieved something.  I reckoned you knew what you were doing.  I reckoned Dumbledore had told you something worthwhile! I reckoned you had a plan!",7,35
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Harry Potter,"I've told you everything Dumbledore told me! And in case you haven't noticed, we've found a Horcrux!",7,17
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Ron Weasley,"Yeah, and we're about as near getting rid of it as we are to finding the rest of them, aren't we!",7,21
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Hermione Granger,"Take it off, Ron.  Please take it off.  You wouldn't be talking like this if you hadn't been wearing it all day --",7,23
